Symbol,Name,Country,IPO Year,Volume,Sector,Industry
UEIC,Universal Electronics Inc. Common Stock,United States,1993,8696,Consumer Non-Durables,Consumer Electronics/Appliances
UFCS,United Fire Group Inc. Common Stock,United States,,19456,Finance,Property-Casualty Insurers
UFI,Unifi Inc. New Common Stock,United States,,11791,,
UFPI,UFP Industries Inc. Common Stock,United States,1993,157487,Basic Industries,Forest Products
UFPT,UFP Technologies Inc. Common Stock,United States,1993,4751,Capital Goods,Containers/Packaging
UGI,UGI Corporation Common Stock,United States,,177398,Public Utilities,Natural Gas Distribution
UHAL,Amerco Common Stock,United States,,7691,Miscellaneous,Rental/Leasing Companies
UHS,Universal Health Services Inc. Common Stock,United States,,177214,Health Care,Hospital/Nursing Management
UHT,Universal Health Realty Income Trust Common Stock,United States,,4899,Consumer Services,Real Estate Investment Trusts
UI,Ubiquiti Inc. Common Stock,United States,,17759,Technology,Radio And Television Broadcasting And Communications Equipment
UIS,Unisys Corporation New Common Stock,United States,,73463,Technology,EDP Services
ULCC,Frontier Group Holdings Inc. Common Stock,United States,2021,199765,Transportation,Air Freight/Delivery Services
ULH,Universal Logistics Holdings Inc. Common Stock,United States,,4014,Transportation,Trucking Freight/Courier Services
ULTA,Ulta Beauty Inc. Common Stock,United States,2007,289491,,
UMBF,UMB Financial Corporation Common Stock,United States,,26762,Finance,Commercial Banks
UMH,UMH Properties Inc. Common Stock,United States,,28458,Consumer Services,Real Estate Investment Trusts
UMPQ,Umpqua Holdings Corporation Common Stock,United States,,449252,Finance,Commercial Banks
UNF,Unifirst Corporation Common Stock,United States,,2568,Miscellaneous,Business Services
UNFI,United Natural Foods Inc. Common Stock,United States,2019,213179,Consumer Non-Durables,Food Distributors
UNH,UnitedHealth Group Incorporated Common Stock (DE),United States,,921751,Health Care,Medical Specialities
UNIT,Uniti Group Inc. Common Stock,United States,,358958,Consumer Services,Real Estate Investment Trusts
UNM,Unum Group Common Stock,United States,,399627,Finance,Accident &Health Insurance
UNP,Union Pacific Corporation Common Stock,United States,,877031,Transportation,Railroads
UNVR,Univar Solutions Inc. Common Stock,United States,2015,254704,Basic Industries,Specialty Chemicals
UPLD,Upland Software Inc. Common Stock,United States,2014,136386,Technology,EDP Services
UPS,United Parcel Service Inc. Common Stock,United States,1999,1163833,Transportation,Air Freight/Delivery Services
UPST,Upstart Holdings Inc. Common stock,United States,2020,812687,Finance,Finance: Consumer Services
UPWK,Upwork Inc. Common Stock,United States,2018,798340,,
URBN,Urban Outfitters Inc. Common Stock,United States,1993,429244,Consumer Services,Clothing/Shoe/Accessory Stores
URI,United Rentals Inc. Common Stock,United States,1997,210458,Technology,Diversified Commercial Services
USA,Liberty All-Star Equity Fund Common Stock,United States,1986,588995,,
USAC,USA Compression Partners LP Common Units Representing Limited Partner Interests,United States,2013,92596,Energy,Oilfield Services/Equipment
USB,U.S. Bancorp Common Stock,United States,,1356361,Finance,Major Banks
USCR,U.S. Concrete Inc. Common Stock,United States,,147659,Capital Goods,Building Materials
USFD,US Foods Holding Corp. Common Stock,United States,2016,556121,Consumer Non-Durables,Food Distributors
USLM,United States Lime & Minerals Inc. Common Stock,United States,,2247,Energy,Other Metals and Minerals
USM,United States Cellular Corporation Common Stock,United States,1988,45876,Public Utilities,Telecommunications Equipment
USNA,USANA Health Sciences Inc. Common Stock,United States,,26519,Consumer Durables,Specialty Chemicals
USPH,U.S. Physical Therapy Inc. Common Stock,United States,1992,7269,Health Care,Medical Specialities
USX,U.S. Xpress Enterprises Inc. Class A Common Stock,United States,2018,50962,Transportation,Trucking Freight/Courier Services
UTF,Cohen & Steers Infrastructure Fund Inc Common Stock,United States,2004,51525,,
UTG,Reaves Utility Income Fund Common Shares of Beneficial Interest,United States,2004,87517,,
UTHR,United Therapeutics Corporation Common Stock,United States,1999,74071,Health Care,Major Pharmaceuticals
UTL,UNITIL Corporation Common Stock,United States,,14923,Public Utilities,Power Generation
UTMD,Utah Medical Products Inc. Common Stock,United States,,651,Health Care,Medical/Dental Instruments
UTZ,Utz Brands Inc Class A Common Stock ,United States,2018,137991,Consumer Non-Durables,Specialty Foods
UVE,UNIVERSAL INSURANCE HOLDINGS INC Common Stock,United States,,17973,Finance,Property-Casualty Insurers
UVSP,Univest Financial Corporation Common Stock,United States,,11372,Finance,Major Banks
UVV,Universal Corporation Common Stock,United States,,9166,Consumer Non-Durables,Tobacco
UWMC,UWM Holdings Corporation Class A Common Stock,United States,,3622663,,
V,Visa Inc.,United States,,2425515,Miscellaneous,Business Services
VAC,Marriott Vacations Worldwide Corporation Common Stock,United States,,79436,Consumer Services,Hotels/Resorts
VACQ,Vector Acquisition Corporation Class A Common Stock,United States,2020,641386,Finance,Business Services
VAPO,Vapotherm Inc. Common Stock,United States,2018,55994,Health Care,Medical/Dental Instruments
VAQC,Vector Acquisition Corporation II Class A Ordinary Shares,United States,2021,1040,Finance,Business Services
VBIV,VBI Vaccines Inc. New Common Stock (Canada),United States,,1352784,,
VBTX,Veritex Holdings Inc. Common Stock,United States,2014,25914,Finance,Major Banks
VC,Visteon Corporation Common Stock,United States,,48951,Capital Goods,Auto Parts:O.E.M.
VCEL,Vericel Corporation Common Stock,United States,,179749,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
VCRA,Vocera Communications Inc. Common Stock,United States,2012,23891,Capital Goods,Telecommunications Equipment
VCTR,Victory Capital Holdings Inc. Class A Common Stock,United States,2018,21306,Finance,Investment Managers
VCV,Invesco California Value Municipal Income Trust Common Stock,United States,,24764,,
VCYT,Veracyte Inc. Common Stock,United States,2013,655685,Health Care,Major Pharmaceuticals
VEC,Vectrus Inc. Common Stock,United States,2014,3239,,
VECO,Veeco Instruments Inc. Common Stock,United States,1994,103774,Technology,Semiconductors
VER,VEREIT Inc. Common Stock,United States,,562409,Consumer Services,Real Estate Investment Trusts
VERI,Veritone Inc. Common Stock,United States,2017,291881,Technology,EDP Services
VERU,Veru Inc. Common Stock,United States,,548569,Health Care,Major Pharmaceuticals
VERX,Vertex Inc. Class A Common Stock,United States,2020,135757,Technology,EDP Services
VFC,V.F. Corporation Common Stock,United States,,425846,Consumer Non-Durables,Apparel
VG,Vonage Holdings Corp. Common Stock,United States,2006,539008,Public Utilities,Telecommunications Equipment
VGM,Invesco Trust for Investment Grade Municipals Common Stock (DE),United States,,26571,,
VGR,Vector Group Ltd. Common Stock,United States,,75060,Consumer Non-Durables,Farming/Seeds/Milling
VHI,Valhi Inc. Common Stock,United States,,6996,Basic Industries,Multi-Sector Companies
VIAC,ViacomCBS Inc. Class B Common Stock,United States,,6790348,Consumer Services,Movies/Entertainment
VIACA,ViacomCBS Inc. Class A Common Stock,United States,,25138,Consumer Services,Movies/Entertainment
VIAV,Viavi Solutions Inc. Common Stock,United States,,336649,Technology,Radio And Television Broadcasting And Communications Equipment
VICR,Vicor Corporation Common Stock,United States,,34029,Capital Goods,Industrial Machinery/Components
VIEW,View Inc. Class A Common Stock,United States,2020,417311,,
VIR,Vir Biotechnology Inc. Common Stock,United States,2019,219907,Health Care,Major Pharmaceuticals
VIRT,Virtu Financial Inc. Class A Common Stock,United States,2015,603232,Finance,Investment Bankers/Brokers/Service
VIRX,Viracta Therapeutics Inc. Common Stock,United States,,165202,Health Care,Major Pharmaceuticals
VITL,Vital Farms Inc. Common Stock,United States,2020,253389,,
VIVO,Meridian Bioscience Inc. Common Stock,United States,1986,183841,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
VKI,Invesco Advantage Municipal Income Trust II Common Shares of Beneficial Interest (DE),United States,,27535,,
VKQ,Invesco Municipal Trust Common Stock,United States,,19313,,
VKTX,Viking Therapeutics Inc. Common Stock,United States,2015,266578,Health Care,Major Pharmaceuticals
VLDR,Velodyne Lidar Inc. Common Stock,United States,,2050379,Capital Goods,Industrial Machinery/Components
VLGEA,Village Super Market Inc. Class A Common Stock,United States,,5932,Consumer Services,Food Chains
VLO,Valero Energy Corporation Common Stock,United States,,1121696,Energy,Integrated oil Companies
VLY,Valley National Bancorp Common Stock,United States,,513264,Finance,Major Banks
VMC,Vulcan Materials Company (Holding Company) Common Stock,United States,,198803,,
VMD,Viemed Healthcare Inc. Common Shares,United States,,169910,,
VMI,Valmont Industries Inc. Common Stock,United States,,39982,Capital Goods,Diversified Manufacture
VMO,Invesco Municipal Opportunity Trust Common Stock,United States,,43220,,
VMW,Vmware Inc. Common stock Class A,United States,2007,566692,Technology,Computer Software: Prepackaged Software
VNDA,Vanda Pharmaceuticals Inc. Common Stock,United States,2006,59603,Health Care,Major Pharmaceuticals
VNO,Vornado Realty Trust Common Stock,United States,,372346,Consumer Services,Real Estate Investment Trusts
VNOM,Viper Energy Partners LP Common Unit,United States,2014,112250,Energy,Oil & Gas Production
VOR,Vor Biopharma Inc. Common Stock,United States,2021,16670,Health Care,Major Pharmaceuticals
VOXX,VOXX International Corporation Class A Common Stock,United States,,50979,Consumer Non-Durables,Consumer Electronics/Appliances
VOYA,Voya Financial Inc. Common Stock,United States,2013,233145,Finance,Investment Managers
VPCB,VPC Impact Acquisition Holdings II Class A ordinary shre,United States,2021,29,Finance,Business Services
VPG,Vishay Precision Group Inc. Common Stock,United States,,8466,Capital Goods,Industrial Machinery/Components
VPV,Invesco Pennsylvania Value Municipal Income Trust Common Stock (DE),United States,,5977,,
VRA,Vera Bradley Inc. Common Stock,United States,2010,66938,Consumer Non-Durables,Apparel
VRAY,ViewRay Inc. Common Stock,United States,,296461,Health Care,Industrial Specialties
VRCA,Verrica Pharmaceuticals Inc. Common Stock,United States,2018,10208,Health Care,Major Pharmaceuticals
VREX,Varex Imaging Corporation Common Stock,United States,,31650,Health Care,Medical Electronics
VRM,Vroom Inc. Common Stock,United States,2020,1382746,Consumer Services,Other Specialty Stores
VRNS,Varonis Systems Inc. Common Stock,United States,2014,194271,Technology,Computer Software: Prepackaged Software
VRNT,Verint Systems Inc. Common Stock,United States,2002,193056,Technology,EDP Services
VRRM,Verra Mobility Corporation Class A Common Stock,United States,2017,214470,,
VRS,Verso Corporation Common Stock,United States,2016,59503,Basic Industries,Paper
VRSK,Verisk Analytics Inc. Common Stock,United States,2009,298739,Miscellaneous,Business Services
VRSN,VeriSign Inc. Common Stock,United States,1998,100353,Technology,EDP Services
VRT,Vertiv Holdings LLC Class A Common Stock,United States,2018,406098,Consumer Durables,Electrical Products
VRTS,Virtus Investment Partners Inc. Common Stock,United States,,12953,Finance,Investment Managers
VRTX,Vertex Pharmaceuticals Incorporated Common Stock,United States,1991,461333,Health Care,Major Pharmaceuticals
VSAT,ViaSat Inc. Common Stock,United States,1996,93763,Technology,Radio And Television Broadcasting And Communications Equipment
VSEC,VSE Corporation Common Stock,United States,,11317,,
VSH,Vishay Intertechnology Inc. Common Stock,United States,,199370,Capital Goods,Industrial Machinery/Components
VSTM,Verastem Inc. Common Stock,United States,2012,649660,Health Care,Major Pharmaceuticals
VSTO,Vista Outdoor Inc. Common Stock,United States,2015,350393,Consumer Non-Durables,Recreational Products/Toys
VTGN,VistaGen Therapeutics Inc. Common Stock,United States,,533008,Health Care,Major Pharmaceuticals
VTIQ,VectoIQ Acquisition Corp. II Class A Common Stock,United States,2021,24140,,
VTOL,Bristow Group Inc. Common Stock,United States,,21721,Energy,Metal Fabrications
VTR,Ventas Inc. Common Stock,United States,,363828,Consumer Services,Real Estate Investment Trusts
VTRS,Viatris Inc. Common Stock,United States,,3707300,Consumer Durables,Specialty Chemicals
VUZI,Vuzix Corporation Common Stock,United States,,4823178,Capital Goods,Industrial Machinery/Components
VVI,Viad Corp Common Stock,United States,,10588,Miscellaneous,Business Services
VVR,Invesco Senior Income Trust Common Stock (DE),United States,1998,348717,Finance,Trusts Except Educational Religious and Charitable
VVV,Valvoline Inc. Common Stock,United States,2016,128007,Basic Industries,Automotive Aftermarket
VXRT,Vaxart Inc Common Stock,United States,,4972855,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
VZ,Verizon Communications Inc. Common Stock,United States,,4626854,Public Utilities,Telecommunications Equipment
W,Wayfair Inc. Class A Common Stock,United States,2014,573563,Consumer Services,Catalog/Specialty Distribution
WAB,Westinghouse Air Brake Technologies Corporation Common Stock,United States,,280682,Capital Goods,Railroads
WABC,Westamerica Bancorporation Common Stock,United States,,8824,Finance,Major Banks
WAFD,Washington Federal Inc. Common Stock,United States,,84824,Finance,Major Banks
WAL,Western Alliance Bancorporation Common Stock (DE),United States,2005,120919,Finance,Major Banks
WASH,Washington Trust Bancorp Inc. Common Stock,United States,,13320,Finance,Major Banks
WAT,Waters Corporation Common Stock,United States,1995,61488,Health Care,Medical Specialities
